source,agency_id,agency_name,agency_slug,agency_address,agency_location,public_profile_hint,agents_seen,verified_agents,superagents_seen,active_properties_proxy,sale_properties_proxy,rent_properties_proxy,commercial_properties_proxy,languages,areas,mobile_whatsapp_samples,agent_email_samples,lead_score,priority,pain_signal,recommended_channel
propertyfinder,4024,Maple and Lane Real Estate Brokers,maple-and-lane-real-estate-brokers-4150,"Office 907, Building Churchill Executive Tower, Business Bay, ,, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/maple-and-lane-real-estate-brokers-4150,1,1,1,76,14,36,26,English; Hindi,Arjan; Business Bay; Dubai Marina,+971501316281,komal@mapleandlanedubai.com,66,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,2901,Hadramout real estate,hadramout-real-estate-3027,"Office 101, Building hadramout, Ajman Downtown, Sh ammar, Ajman,",Ajman,https://www.propertyfinder.ae/en/broker/hadramout-real-estate-3027,1,1,1,75,66,0,9,Arabic; English; Urdu,Al Mowaihat; Al Yasmeen; Al Zahya,+971585880014,hadramoutrealestate@gmail.com,66,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7614,Noronen Properties FZ-LLC,noronen-properties-fz-llc-7740,"Office B4-303A6, Building RAKEZ Business Zone-FZ,Business Center 04, Al Jazirah Al Hamra, 0000, Ras Al Khaimah,",Ras Al Khaimah,https://www.propertyfinder.ae/en/broker/noronen-properties-fz-llc-7740,1,1,1,79,57,20,2,English; Finnish; Russian,Al Marjan Island; Tilal City; Umm Al Quwain Marina,+971585475540,info@noronenproperties.com,66,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,3322,Al Falah Real Estate LLC,al-falah-real-estate-llc-3448,"Office 1, Building Virtual office, Sharjah Airport freezone (SAIF), 1, Sharjah, PO Box 1",Sharjah,https://www.propertyfinder.ae/en/broker/al-falah-real-estate-llc-3448,1,1,1,79,79,0,0,Arabic; English; Hindi; Urdu,Al Khan; Al Mamzar - Sharjah; Tilal City,+971559541051,asif.alfalah.re786@gmail.com,66,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,1619,ENGEL & VÖLKERS Dubai,engel-volkers-dubai-1742,"Office 7th Floor, Building Al Khail Plaza, Jumeirah Village Triangle, Al Barsha South Fifth, Dubai, PO Box 2608",Dubai,https://www.propertyfinder.ae/en/broker/engel-volkers-dubai-1742,2,2,2,66,57,9,0,Arabic; English,Al Marjan Island; Downtown Dubai; Dubai Creek Harbour (The Lagoons); Dubai Marina; Emirates Hills; Palm Jumeirah,+971554410966; +971558894534,ahmed.elsayed@engelvoelkers.com; mohammed.fares@engelvoelkers.com,65,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,173,Edwards and Towers Real Estate Brokers,edwards-and-towers-real-estate-brokers-247,"Office 1903, Building Marina Plaza, Dubai Marina, Marsa street, Dubai, PO Box 51785",Dubai,https://www.propertyfinder.ae/en/broker/edwards-and-towers-real-estate-brokers-247,3,3,3,61,24,37,0,Arabic; English; Portuguese,Dubai Harbour; Dubai Hills Estate; Dubai Marina; Dubai Sports City; Jebel Ali; Jumeirah Beach Residence; Jumeirah Golf Estates; Jumeirah Village Circle; Palm Jumeirah,+971557372200; +971585292462; +971543182870,mohamad.f@edwardsandtowers.com; ben@edwardsandtowers.com; tiago@edwardsandtowers.com,65,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9656,Banke International Properties - Al Furjan,banke-international-properties-al-furjan-9782,"Office AWP-RT-23, Building Al Furjan Pavilion West, Al Furjan, Al Furjan Pavilion West - AWP-RT-23, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/banke-international-properties-al-furjan-9782,2,2,2,66,39,27,0,Arabic; English; Hindi; Urdu,Al Furjan; Discovery Gardens; Dubai South (Dubai World Central); Jebel Ali; Jumeirah Park,+971566906011; +971553778851,hira@banke.ae; assil@banke.ae,65,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12428,XESTATE PROPERTIES L.L.C,xestate-properties-l-l-c-12557,"Office 208, Building Building 3, The Greens, Emaar business Park, Dubai, PO Box .",Dubai,https://www.propertyfinder.ae/en/broker/xestate-properties-l-l-c-12557,1,1,1,71,57,13,1,Arabic; English,Al Furjan; Business Bay; Meydan,+971565490977,fawall@xestate.global,65,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,321,Castles Plaza Real Estate,castles-plaza-real-estate-398,"Office 2505, Building Marina Plaza, Dubai Marina, marina plaza, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/castles-plaza-real-estate-398,2,2,2,66,20,43,3,English; Hindi; Punjabi; Russian; Ukrainian,Al Barari; Dubai Creek Harbour (The Lagoons); Dubai Hills Estate; Dubai Marina; Jumeirah Beach Residence; Mohammed Bin Rashid City,+971504252031; +971504699519,Oksana@castlesplaza.com; aman@castlesplaza.com,65,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,10561,ELIVA REAL ESTATE - L.L.C,eliva-real-estate-l-l-c-10687,"Office Unit 704, Building Global Tower, Al Danah, Electra Street, Abu Dhabi,",Abu Dhabi,https://www.propertyfinder.ae/en/broker/eliva-real-estate-l-l-c-10687,2,2,2,69,65,4,0,Arabic; English,Al Reem Island; Al Shamkha; Saadiyat Island; Yas Island,+971566001800; +971566663989,marketing.mohammad.ab@gmail.com; marketing.hazar.al@gmail.com,65,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,10647,ETOILE REAL ESTATE L.L.C,dorrat-al-morjan-real-estate-l-l-c-10773,"Office M-1, Building Al basheer Centre, Al Rashidiya, Al mina  ST, Ajman,",Ajman,https://www.propertyfinder.ae/en/broker/dorrat-al-morjan-real-estate-l-l-c-10773,1,1,1,72,53,0,19,Arabic; English; French,Al Alia; Al Rashidiya; Al Zorah,+971549979005,info@dorratalmorjan.com,65,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,122,Golden Wave Properties,golden-wave-properties-195,"Office 704, Building Bay Square - Building 1, Business Bay, Business Bay, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/golden-wave-properties-195,2,2,2,66,20,45,1,Arabic; English; Hindi; Urdu,Arabian Ranches; Downtown Dubai; Dubai Hills Estate; Dubai Sports City; Jumeirah Village Circle; Jumeirah Village Triangle,+971504264267; +971552219846,amar@gwp.ae; mazz@gwp.ae,65,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7284,RAJHA REAL ESTATE BROKERS L.L.C,rajha-real-estate-brokers-l-l-c-7410,"Office Office M09, Building Al Kuthban Building, Al Quoz, Sheikh Zayed Road, Dubai, PO Box 00000",Dubai,https://www.propertyfinder.ae/en/broker/rajha-real-estate-brokers-l-l-c-7410,1,1,0,107,75,31,1,Arabic; English,Arjan; Dubai Land; Jumeirah Village Circle,+971559000414,Razanrajhaa@gmail.com,65,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8151,THE LUXURY REAL ESTATE BROKER L.L.C,the-luxury-real-estate-broker-l-l-c-8277,,Dubai,https://www.propertyfinder.ae/en/broker/the-luxury-real-estate-broker-l-l-c-8277,2,2,2,67,35,32,0,English; Hindi; Urdu,Dubai Harbour; Dubai Hills Estate; Dubai Marina; Jumeirah Beach Residence; Jumeirah Village Circle,+971547087377; +971563964810,mukesh@theluxuryrealestate.ae; anupam@theluxuryrealestate.ae,65,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5182,ERUDITE REAL ESTATE,erudite-real-estate-5308,"Office R12, Building Marquise Square Tower, Business Bay, Marasi Dr, Dubai, PO Box 000",Dubai,https://www.propertyfinder.ae/en/broker/erudite-real-estate-5308,1,1,1,72,46,25,1,Arabic; English; French; Mandarin; Russian,Business Bay; Dubai Marina; Jumeirah Village Circle,+971581806000,Ahmad@erudite-estate.com,65,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,2513,Al Aaraf Real Estate,al-aaraf-real-estate-2638,"Office 48/2, Building Al Talla Street, Al Rawda, Shaikh Ammar Street, Ajman,",Ajman,https://www.propertyfinder.ae/en/broker/al-aaraf-real-estate-2638,1,1,1,70,70,0,0,Arabic; English,Al Alia; Al Yasmeen; Al Zahya,+971555725534,mh0167792@gmail.com,65,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6445,HOUSE & HEDGES REAL ESTATE,house-hedges-real-estate-6571,"Office 403, Building Park Heights Square 2, Dubai Hills Estate, Dubai Hills, Dubai, PO Box -",Dubai,https://www.propertyfinder.ae/en/broker/house-hedges-real-estate-6571,1,1,1,73,69,2,2,English; Hindi; Urdu,Dubai Land; Jumeirah Village Circle; Sheikh Zayed Road,+971555587506,waseem@houseandhedges.ae,65,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9450,Renkler Properties,renkler-properties-9576,"Office 4502, Building The One Tower, Barsha Heights (Tecom), Sheikh Zayed Road, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/renkler-properties-9576,1,1,1,72,2,2,68,Arabic; English,Business Bay; DIFC; Jumeirah Lake Towers,+971585390015,a.sabri@renklerproperties.com,65,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,16,Sherwoods International Property,sherwoods-international-property-50,"Office Ground Floor, Building Madina Tower, Cluster 0, Jumeirah Lake Towers, 0000, Dubai, PO Box 0000",Dubai,https://www.propertyfinder.ae/en/broker/sherwoods-international-property-50,1,1,1,73,19,49,5,English; Shona,Dubai Marina; Jumeirah Lake Towers; Jumeirah Village Circle,+971505915762,bridget@sherwoodsproperty.com,65,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5193,Al Zorah Properties - F.Z.C,al-zorah-properties-f-z-c-5319,"Office 506 & 508, Building A1, Ajman Free Zone,, Al Bustan, Sheikh Rashid Bin Saeed Al Maktoum st., Ajman,",Ajman,https://www.propertyfinder.ae/en/broker/al-zorah-properties-f-z-c-5319,1,1,1,71,70,1,0,Arabic; English,Al Zorah,+971544236818,sweid@alzorahprop.com,65,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12816,Autograph by Deja Vu Real Estate,autograph-by-deja-vu-real-estate-12945,,Dubai,https://www.propertyfinder.ae/en/broker/autograph-by-deja-vu-real-estate-12945,1,1,1,72,10,57,5,English; Hindi; Malayalam; Tamil,Jumeirah; Jumeirah Beach Residence; Umm Suqeim,+971589389834,noyal@autographrealtors.com,65,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9220,Billionaires Estate FZ-LLC,billionaires-estate-fz-llc-9346,"Office T2-8F-1C, Building Amenity Centre - RAKEZ, Al Jazirah Al Hamra, Al Shohada Road,AL Hamra Industrial Zone-FZ,, Ras Al Khaimah, PO Box 0000",Ras Al Khaimah,https://www.propertyfinder.ae/en/broker/billionaires-estate-fz-llc-9346,1,1,0,107,107,0,0,English; Hindi,Al Hamra Village; Al Marjan Island; Mina Al Arab,+971526564255,supria@billionairesestate.com,65,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8778,Horizon Properties International FZ-LLC,horizon-properties-international-fz-llc-8904,"Office T1-5F-6E, Building Amenity Centre - RAKEZ, Al Jazirah Al Hamra, Al Hamra Industrial Zone-FZ, Ras Al Khaimah, PO Box 000",Ras Al Khaimah,https://www.propertyfinder.ae/en/broker/horizon-properties-international-fz-llc-8904,1,1,1,67,25,42,0,Afrikaans; English,Al Hamra Village; Al Marjan Island; Mina Al Arab,+971588701769,anicha@horizonholidayhomes.ae,64,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,1624,Pulse Real Estate,pulse-real-estate-1751,"Office 4th FLoor, Building Al Saqr Business Tower, DIFC, 0000, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/pulse-real-estate-1751,2,2,2,61,27,33,1,Arabic; English; French,Business Bay; DIFC; Downtown Dubai; Jumeirah,+971558006365; +971558006364,rasha.hamed@pulse-realestate.com; carine.abinader@pulse-realestate.com,64,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,404,Aeon & Trisl Real Estate Brokers,aeon-trisl-real-estate-brokers-491,"Office 407 & 505, Building Al Zarouni Building, Al Barsha, Al Khail Road, Dubai, PO Box 282546",Dubai,https://www.propertyfinder.ae/en/broker/aeon-trisl-real-estate-brokers-491,2,2,2,61,47,14,0,Azerbaijani; English; Hindi; Persian/Farsi; Russian; Spanish; Turkish; Urdu,Business Bay; Dubai Hills Estate; Dubai Marina; Jumeirah; Palm Jebel Ali; Palm Jumeirah,+971527777867; +971529023340,skarsaz@aeontrisl.com; s.m@aeontrisl.com,64,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8206,Nina Properties,nina-properties-8332,"Office 4th Floor; 4c-08, Building AB Center, Al Barsha, Al Barsha, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/nina-properties-8332,1,1,1,67,11,1,55,English; Hindi; Urdu,Business Bay; Dubai Silicon Oasis; Jumeirah Lake Towers,+971568989053,nofil@nina-properties.com,64,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,2465,betterhomes - Business Bay,betterhomes-business-bay-2593,"Office Floor 42, Building Vision Tower, Business Bay, Al A'amal Street, Dubai, PO Box 29726",Dubai,https://www.propertyfinder.ae/en/broker/betterhomes-business-bay-2593,2,2,2,60,18,42,0,English; Spanish,Downtown Dubai; Mohammed Bin Rashid City; Nad Al Sheba,+971585158424,marcela.perez@bhomes.com; maximillian.dean@bhomes.com,64,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,2585,Mahel Real Estate,mahel-real-estate-2711,"Office Ground Floor, Building Burj Khalifa, Downtown Dubai, Burj Khalifa Blvd, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/mahel-real-estate-2711,1,1,0,100,26,67,7,English; Portuguese,Business Bay; Downtown Dubai; Dubai Land,+971501159597,mahelrealestate@gmail.com,64,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7464,ENGEL & VÖLKERS Dubai - L1,engel-volkers-dubai-l1-7590,"Office 7th Floor, Building Al Khail Plaza, Jumeirah Village Triangle, Dubai, PO Box 2608",Dubai,https://www.propertyfinder.ae/en/broker/engel-volkers-dubai-l1-7590,1,1,1,65,2,63,0,English,Dubai Media City; Greens; Palm Jumeirah,+971585048300,madeleine.ward@engelvoelkers.com,64,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7226,Deen Properties,deen-properties-7352,"Office 1513, Building B2B Tower, Business Bay, B2B Tower, Dubai, PO Box Dubai",Dubai,https://www.propertyfinder.ae/en/broker/deen-properties-7352,1,1,1,69,35,31,3,English; Hindi,Business Bay; Dubai Creek Harbour (The Lagoons); Jumeirah Village Circle,+971559767195,nazim@deenpropertiesuae.com,64,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,2074,Bull & Bear Properties,bull-bear-properties-2202,"Office RL-6,31st Floor, Building Prime Tower, Business Bay, Marasi Drive, Dubai, PO Box 00000",Dubai,https://www.propertyfinder.ae/en/broker/bull-bear-properties-2202,1,1,1,68,42,20,6,English; Hindi,Business Bay; Dubai Land; Dubai Silicon Oasis,+971556353760,kashifkaif@gmail.com,64,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12436,fam Properties - Branch 28,fam-properties-branch-28-12565,,Dubai,https://www.propertyfinder.ae/en/broker/fam-properties-branch-28-12565,1,1,1,65,42,23,0,Arabic; English,Business Bay; Downtown Dubai; Dubai Marina,+971569551551,ali.h@famproperties.com,64,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9366,ALH - Off Plan,alh-off-plan-9492,,Dubai,https://www.propertyfinder.ae/en/broker/alh-off-plan-9492,1,1,1,65,65,0,0,Arabic; English,Business Bay; Dubai Design District; Dubai South (Dubai World Central),+971568791521,zaid.kseibi@alhprops.com,64,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12670,Infinity Properties L.L.C,infinity-properties-l-l-c-12799,"Office 22, Building Orient Tower, Al Bustan, Liwara 2, Ajman, PO Box -",Ajman,https://www.propertyfinder.ae/en/broker/infinity-properties-l-l-c-12799,1,1,1,69,67,0,2,Arabic; English,Ajman Downtown; Al Alia; Al Nuaimiya,+971569797736,waelsamweil81@gmail.com,64,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,10648,Golden Edge Properties L.L.C,golden-edge-properties-l-l-c-10774,"Office office 164, Building wavez residence, Liwan, Liwan, Dubai Land, Dubai, Dubai, PO Box ,",Dubai,https://www.propertyfinder.ae/en/broker/golden-edge-properties-l-l-c-10774,1,1,1,67,2,65,0,English; Hindi; Punjabi; Urdu,Dubai Internet City; Jumeirah Village Circle; Mohammed Bin Rashid City,+971529505066,minhaj2647@gmail.com,64,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7230,Alrabea Properties,alrabea-properties-7356,"Office 209, Building Al manar tower, Al Rashidiya, al rashidiya, Ajman,",Ajman,https://www.propertyfinder.ae/en/broker/alrabea-properties-7356,1,1,1,67,64,0,3,Arabic; English,Al Alia; Al Zorah; Emirates City,+971542664320,ibrahimtalaat568@gmail.com,64,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,11103,EMINENCE ENCLAVE REALESTATE L.L.C,eminence-enclave-realestate-l-l-c-11229,"Office Tower B 2601, Building Media City, Dubai Media City, N/A, Dubai, PO Box --",Dubai,https://www.propertyfinder.ae/en/broker/eminence-enclave-realestate-l-l-c-11229,1,1,1,67,60,7,0,Arabic; English,Dubai Creek Harbour (The Lagoons); Jumeirah Village Triangle; Maritime City,+971521325857,ziad@eminenceuae.com,64,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
